LAMMPS data file via write_data, version 29 Sep 2021, timestep = 20000000

1000 atoms
1 atom types

2.451455834599997 62.04011416536523 xlo xhi
2.451455834599997 62.04011416536523 ylo yhi
2.451455834599997 62.04011416536523 zlo zhi

Masses

1 114.2302

Atoms # full

767 767 1 0 11.183631735257753 12.900524306280916 10.970118713210267 0 3 -2
825 825 1 0 10.002116611100936 5.286170333886652 14.881094810647843 0 -1 0
61 61 1 0 5.452095331823914 9.857879720927993 16.571515262579847 -4 1 4
946 946 1 0 6.741576068350846 9.150728634141885 10.368473334504177 1 1 2
367 367 1 0 7.019199697350329 15.116430096633993 15.761076775769379 2 2 -3
621 621 1 0 3.337985170787053 12.421004490094456 9.778177318598305 0 -1 1
608 608 1 0 7.712281635556778 14.058260402636828 6.0419993093346305 -2 1 1
761 761 1 0 9.297248547743118 9.151048936310092 3.087407909353113 -1 -3 2
112 112 1 0 4.013598365715318 7.026574337580337 5.485233477912146 3 2 -1
27 27 1 0 18.12700618969705 9.157898789796663 6.372040788814053 -2 2 0
502 502 1 0 13.218375439825696 7.246629163426613 9.388225578121192 -2 1 1
737 737 1 0 14.60297901062677 14.566286377697777 15.375859536372326 -1 -2 0
760 760 1 0 20.38049185990459 12.939358874242181 12.302106281419583 1 -1 1
153 153 1 0 20.996913021862074 5.534391454104227 11.778826093082749 1 1 2
730 730 1 0 20.304811746106367 14.881944381838249 4.916420269642073 -2 4 3
905 905 1 0 13.672275959261269 4.654739263845503 3.5628850502375706 -1 1 0
15 15 1 0 15.013031327199807 15.005946550607266 8.562846385924734 4 3 2
424 424 1 0 15.74921860082796 7.810208886956848 14.610185309936387 -1 -1 2
865 865 1 0 11.595959419116046 10.259113599618622 19.31695900318121 -1 -1 4
600 600 1 0 10.3929461334603 12.519110639111789 27.16097503119827 0 -2 2
850 850 1 0 10.527056255721378 4.200957262296059 25.751444289222416 -1 1 0
381 381 1 0 5.730961272873944 14.340354446690393 23.637045989062635 0 2 4
339 339 1 0 9.163733879512575 8.026124286359144 30.106738288198766 1 2 -1
141 141 1 0 5.621585628111176 12.658994393547662 30.83937424789049 -1 0 3
754 754 1 0 22.309587550165293 12.29824491809166 24.221179907538186 3 0 2
443 443 1 0 4.540771592893611 4.15740643274601 24.48444047835546 -1 0 -3
983 983 1 0 7.858211637586298 8.88200164317013 22.8729584216109 4 -1 0
262 262 1 0 7.271539514510526 4.361695162660414 19.428330867457348 1 -3 3
64 64 1 0 12.062589167247584 16.19803304228367 21.215051312916952 -1 2 -3
904 904 1 0 20.866161922063863 15.40060134353868 27.85707211988864 1 -1 -1
232 232 1 0 21.803296447959312 9.989936660782663 18.02200830413954 -2 0 1
326 326 1 0 18.59156993812576 6.704293970550283 19.3817007455186 4 -1 -1
911 911 1 0 16.4936734663516 12.254877322129506 21.241482894808474 -1 0 0
778 778 1 0 20.33393859803197 5.035833366290582 27.224441488844874 0 0 5
744 744 1 0 21.2437018386235 8.995153660397051 30.9629916480461 -3 2 0
282 282 1 0 15.305323405688918 8.191318280614613 25.889654680768928 -2 3 -2
530 530 1 0 15.225782193731526 4.3955559861003275 30.256994067412712 0 -3 0
373 373 1 0 13.03393575562193 3.8318519126854333 19.72430611747041 1 -1 2
224 224 1 0 16.07643246007941 14.693354148957198 27.530380295851995 -1 1 1
460 460 1 0 19.37805641832157 15.507054875480225 17.867005082250767 0 1 5
478 478 1 0 2.7894699954923508 12.227032669969894 36.73985546961742 1 2 2
629 629 1 0 2.8889650847651756 6.927807116931905 33.43957022284734 2 5 2
577 577 1 0 6.414856226862138 11.515692607024066 47.14241471870305 0 0 -1
127 127 1 0 9.923403281053412 10.9710064841797 34.82384612861821 1 3 -3
163 163 1 0 8.76215533308244 13.228359909289674 41.597961818027485 1 2 1
932 932 1 0 7.71788440031492 7.070977954160124 39.06014909235699 -2 2 -1
606 606 1 0 8.653737053799643 2.888729973807413 34.144966161099745 1 1 -1
874 874 1 0 4.746455425921201 3.4414346003950262 45.16333201823047 -1 -1 0
295 295 1 0 9.74494596326341 7.2702760611161565 45.73578259449134 0 -1 -1
567 567 1 0 11.260994151183708 3.134333356969999 42.28091548527287 1 2 -1
146 146 1 0 13.60992035083314 12.622351904522786 46.58103438963334 1 -2 0
202 202 1 0 20.741421084666094 5.12716290043574 34.81117153872232 -1 1 -2
1 1 1 0 13.074015577766938 8.989770963433973 41.6540967318098 3 0 -3
116 116 1 0 15.107054853712594 10.312052821856614 33.64281305990014 -2 0 3
17 17 1 0 19.509642277821772 13.456974331507988 42.58327708439074 4 0 -2
889 889 1 0 20.339697508529945 7.689157359711218 38.468274687272306 -3 1 2
489 489 1 0 19.598553829506052 15.696771347803532 35.22783223651808 -1 0 -5
345 345 1 0 16.767844339302073 6.404659535662732 45.16424618557043 0 -4 -1
131 131 1 0 15.166832556634615 5.46523541404633 37.46470807328529 -1 -1 -1
